title,people,genre,release_date
Magic Mike,"actor: Adam Rodríguez, actor: Adrienne McQueen, actor: Alex Pettyfer, actor: Alison Faulk, actor: Annette Houlihan Verdolino, actor: Asher Wallis, actor: Ashley Hayes, actor: Avery Camp, actor: B.J. Parker, actor: Barrett Perlman, actor: Betsy Brandt, actor: Caitlin Gerard, actor: Cameron Banfield, actor: Camryn Grimes, actor: Candace Marie, actor: Carrie Lauren, actor: Cassandra M. Bellantoni, actor: Catherine Lynn Stone, actor: Chad Stevens, actor: Channing Tatum, actor: Charlotte Wilson Langley, actor: Cody Horn, actor: Corin Grant, actor: Deana Molle', actor: Denise Vasi, actor: Elizabeth Brissenden, actor: Emma Chandler, actor: Eric Ian, actor: Erica Day, actor: Fielding Edlow, actor: Frenchi Firecracker, actor: Gabriel Iglesias, actor: George A. Sack, actor: Hannah Stark, actor: Ingrid Fermandois, actor: James Martin Kelly, actor: Jannel-Marie Diaz, actor: Jennifer Skinner, actor: Jennifer Thompson, actor: Jeremy Palko, actor: Joe High, actor: Joe Manganiello, actor: John L. Smith Jr., actor: Joshua Lassman, actor: Julie Berlin, actor: Kate Easton, actor: Keith Kurtz, actor: Kelly Keyser, actor: Ken Anthony II, actor: Kenny Waymack Jr., actor: Kevin Nash, actor: Krystle McMullan, actor: Lindsey Marie Nelson, actor: Lubella Gauna, actor: Lyss Remaly, actor: Makenzi Swicegood, actor: Marland Burke, actor: Matt Bomer, actor: Matthew McConaughey, actor: Maxi Schlereth, actor: Melinda D. Marin, actor: Melissa LeEllen, actor: Melody King, actor: Micaela Johnson, actor: Michael Roark, actor: Michelle Clunie, actor: Michelle Stevenson, actor: Mircea Monroe, actor: Monica Garcia, actor: Morgan Lester, actor: Nicole Alexandra Shipley, actor: Olivia Munn, actor: Rachael Thompson, actor: Reid Carolin, actor: Riley Keough, actor: Rod Grant, actor: Stacy Jordan, actor: T.J. Alston, actor: Tenley Dene, actor: Teresa Espinosa, actor: Vanessa Ryan, actor: Veronica Viruet Simpson, actor: Victoria Vodar, actor: Yari De Leon, director: Steven Soderbergh","{'genres: Comedy', 'genres: Drama'}",2012-06-28
Darkness Falls,"actor: Chaney Kley, actor: Emily Browning, actor: Emma Caulfield, actor: Grant Piro, actor: Jenny Lovell, actor: Kestie Morassi, actor: Lee Cormie, actor: Peter Curtin, actor: Steve Mouzakis, actor: Sullivan Stapleton, cinematographer: Martin Turner, composer: Brian Tyler, director: Dan Laustsen, director: Jamie Crooks, director: Jason Faulkner, director: Jonathan Liebesman, director: Miranda Colman, director: Tony Williams","{'genres: Thriller', 'genres: Horror'}",2003-01-24
Live and Let Die,"actor: Bernard Lee, actor: Clifton James, actor: David Hedison, actor: Earl Jolly Brown, actor: Geoffrey Holder, actor: Gloria Hendry, actor: Jane Seymour, actor: Julius Harris, actor: Lois Maxwell, actor: Lon Satton, actor: Madeline Smith, actor: Roger Moore, actor: Roy Stewart, actor: Tommy Lane, actor: Yaphet Kotto, composer: George Martin, director: Guy Hamilton, director: Ted Moore","{'genres: Thriller', 'genres: Action', 'genres: Adventure'}",1973-07-05
My Dog Skip,"actor: Chaon Cross, actor: Diane Lane, actor: Frankie Muniz, actor: Harry Connick Jr., actor: Kevin Bacon, actor: Luke Wilson, director: Jay Russell","{'genres: Family', 'genres: Drama', 'genres: Comedy'}",2000-01-14
"Definitely, Maybe","actor: Abigail Breslin, actor: Adam Brooks, actor: An Nguyen, actor: Annie Parisse, actor: Daniel Eric Gold, actor: Derek Luke, actor: Elizabeth Banks, actor: Emily Wickersham, actor: Isla Fisher, actor: Kevin Corrigan, actor: Kevin Kline, actor: Liane Balaban, actor: Nestor Serrano, actor: Rachel Weisz, actor: Ryan Reynolds, composer: Clint Mansell, director: Adam Brooks, director: Florian Ballhaus, writer: Adam Brooks","{'genres: Romance', 'genres: Comedy'}",2008-02-08
Jumping the Broom,"actor: Angela Bassett, actor: DeRay Davis, actor: Gary Dourdan, actor: Julie Bowen, actor: Laz Alonso, actor: Loretta Devine, actor: Meagan Good, actor: Mike Epps, actor: Paula Patton, actor: Romeo Miller, actor: Tasha Smith, director: Salim Akil",{'genres: Comedy'},2011-05-06
"Good Night, and Good Luck.","actor: Alex Borstein, actor: David Strathairn, actor: Dianne Reeves, actor: Don Creech, actor: Frank Langella, actor: George Clooney, actor: Glenn Morshower, actor: Grant Heslov, actor: Helen Slayton-Hughes, actor: Jeff Daniels, actor: Matt Ross, actor: Patricia Clarkson, actor: Peter Jacobson, actor: Ray Wise, actor: Reed Diamond, actor: Robert Downey Jr., actor: Robert John Burke, actor: Robert Knepper, actor: Rose Abdoo, actor: Tate Donovan, actor: Tom McCarthy, director: George Clooney, director: Robert Elswit","{'genres: History', 'genres: Drama'}",2005-09-16
Capote,"actor: Allie Mickelson, actor: Amy Ryan, actor: Andrew Farago, actor: Bronwen Coleman, actor: Bruce Greenwood, actor: C. Ernst Harth, actor: Catherine Keener, actor: Chris Cooper, actor: Clifton Collins Jr, actor: Craig Archibald, actor: David Wilson Barnes, actor: Kate Shindle, actor: Kelci Stephenson, actor: Kwesi Ameyaw, actor: Mark Pellegrino, actor: Michael J. Burg, actor: Philip Seymour Hoffman, composer: Mychael Danna, director: Adam Kimmel, director: Bennett Miller","{'genres: Crime', 'genres: Drama'}",2005-09-30
Desperado,"actor: Abraham Verduzco, actor: Albert Michel Jr., actor: Angel Aviles, actor: Angela Lanza, actor: Antonio Banderas, actor: Carlos Andrés Gómez, actor: Carlos Gallardo, actor: Cheech Marin, actor: Danny Trejo, actor: David Alvarado, actor: Elizabeth Rodriguez, actor: Joaquim de Almeida, actor: Quentin Tarantino, actor: Salma Hayek, actor: Steve Buscemi, actor: Tito Larriva, director: Guillermo Navarro, director: Robert Rodriguez","{'genres: Thriller', 'genres: Crime', 'genres: Action'}",1995-08-25
Logan's Run,"actor: Ashley Cox, actor: Bill Couch, actor: Camilla Carr, actor: David Westberg, actor: Farrah Fawcett, actor: Gary Morgan, actor: Glenn R. Wilder, actor: Greg Lewis, actor: Jenny Agutter, actor: Lara Lindsay, actor: Laura Hippe, actor: Michael Anderson Jr., actor: Michael York, actor: Michelle Stacy, actor: Mitch Gaylord, actor: Peter Ustinov, actor: Randolph Roberts, actor: Richard Jordan, actor: Roscoe Lee Browne, composer: Jerry Goldsmith, director: Ernest Laszlo, director: Michael Anderson","{'genres: Action', 'genres: Science Fiction', 'genres: Romance', 'genres: Adventure'}",1976-06-23
The Man with the Golden Gun,"actor: Bernard Lee, actor: Britt Ekland, actor: Carmen du Sautoy, actor: Christopher Lee, actor: Clifton James, actor: Desmond Llewelyn, actor: Hervé Villechaize, actor: James Cossins, actor: Lois Maxwell, actor: Marc Lawrence, actor: Marne Maitland, actor: Maud Adams, actor: Richard Loo, actor: Roger Moore, actor: Soon-Tek Oh, actor: Yao Lin Chen, composer: John Barry, composer: Monty Norman, director: Guy Hamilton, director: John Graysmark, director: Oswald Morris, director: Ted Moore","{'genres: Thriller', 'genres: Action', 'genres: Adventure'}",1974-12-01
Action Jackson,"actor: Al Leong, actor: Bill Duke, actor: Bob Minor, actor: Brian Libby, actor: Carl Weathers, actor: Craig T. Nelson, actor: David Glen Eisley, actor: Dennis Hayden, actor: Ed O'Ross, actor: Jack Thibeau, actor: Mary Ellen Trainor, actor: Matt Landers, actor: Robert Davi, actor: Roger Aaron Brown, actor: Sharon Stone, actor: Stan Foster, actor: Thomas F. Wilson, actor: Thomas Wagner, actor: Vanity, composer: Herbie Hancock, composer: Michael Kamen, director: Craig R. Baxley, director: Matthew F. Leonetti","{'genres: Adventure', 'genres: Action', 'genres: Comedy', 'genres: Crime', 'genres: Drama'}",1988-02-12
The Descent,"actor: Alex Reid, actor: Craig Conway, actor: Leslie Simpson, actor: Molly Kayll, actor: MyAnna Buring, actor: Natalie Mendoza, actor: Nora-Jane Noone, actor: Oliver Milburn, actor: Saskia Mulder, actor: Shauna Macdonald, cinematographer: Rodrigo Gutierrez, composer: David Julyan, director: Neil Marshall, director: Sam McCurdy","{'genres: Horror', 'genres: Adventure'}",2005-07-08
Michael Jordan to the Max,"actor: Bill Murray, actor: Bob Costas, actor: Ken Griffey, Jr., actor: Laurence Fishburne, actor: Michael Jordan, actor: Phil Jackson, actor: Spike Lee, actor: Steve Kerr, director: Don Kempf, director: James D. Stern, writer: Jonathan Hock",{'genres: Documentary'},2000-05-05
Devil's Due,"actor: Aimee Carrero, actor: Allison Miller, actor: Bill Martin Williams, actor: Catherine Kresge, actor: Colin Walker, actor: Geraldine Singer, actor: Griff Furst, actor: Jennifer Schemke, actor: Julia Denton, actor: Robert Belushi, actor: Roger Payano, actor: Sam Anderson, actor: Stacie Davis, actor: Tyler Forrest, actor: Vanessa Ray, actor: Zach Gilford, director: Justin Martinez, director: Matt Bettinelli-Olpin, director: Tyler Gillett",{'genres: Horror'},2014-01-08
Flirting with Disaster,"actor: Alan Alda, actor: Ben Stiller, actor: Beth Ostrosky, actor: Celia Weston, actor: Charlet Oberly, actor: Clarke Bittner, actor: Cynthia Lamontagne, actor: David Patrick Kelly, actor: Don Creech, actor: George Segal, actor: Glenn Fitzgerald, actor: John Ford Noonan, actor: Jonathan Teague Cook, actor: Josh Brolin, actor: Lily Tomlin, actor: Mary Tyler Moore, actor: Nadia Dajani, actor: Patricia Arquette, actor: Richard Jenkins, actor: Shawn Michael Howard, actor: Steve Moreno, actor: Suzanne Snyder, actor: Tony Kruk, actor: Tori Davis, actor: Téa Leoni, composer: Stephen Endelman, director: David O. Russell, director: Eric Alan Edwards, writer: David O. Russell","{'genres: Romance', 'genres: Comedy'}",1996-03-22
The Devil's Rejects,"actor: Bill Moseley, actor: Brian Posehn, actor: Daniel Roebuck, actor: Danny Trejo, actor: Dave Sheridan, actor: Deborah Van Valkenburgh, actor: Duane Whitaker, actor: E.G. Daily, actor: Geoffrey Lewis, actor: Ginger Lynn Allen, actor: Kane Hodder, actor: Kate Norby, actor: Ken Foree, actor: Leslie Easterbrook, actor: Lew Temple, actor: Mary Woronov, actor: Matthew McGrory, actor: Michael Berryman, actor: P.J. Soles, actor: Page Joseph Falkinburg, Jr, actor: Priscilla Barnes, actor: Sheri Moon Zombie, actor: Sid Haig, actor: Steve Railsback, actor: Tom Towles, actor: Tyler Mane, actor: William Forsythe, director: Phil Parmet, director: Rob Zombie","{'genres: Horror', 'genres: Crime', 'genres: Drama'}",2005-07-22
Dope,"actor: Amin Joseph, actor: Ashton Moio, actor: Blake Anderson, actor: Chanel Iman, actor: De'Aundre Bonds, actor: Forest Whitaker, actor: Keith Stanfield, actor: Kiersey Clemons, actor: Kimberly Elise, actor: Lidia Porto, actor: Michael Flores, actor: Mimi Michaels, actor: Quincy Brown, actor: Rakim Mayers, actor: Rick Fox, actor: Roger Guenveur Smith, actor: Shameik Moore, actor: Tony Revolori, actor: Tyga, actor: Zoë Kravitz, composer: Germaine Franco, director: Rick Famuyiwa, writer: Rick Famuyiwa","{'genres: Crime', 'genres: Comedy', 'genres: Drama'}",2015-06-19
In Too Deep,"actor: David Patrick Kelly, actor: Hassan Johnson, actor: Hill Harper, actor: Jake Weber, actor: LL Cool J, actor: Nia Long, actor: Omar Epps, actor: Pam Grier, actor: Richard Brooks, actor: Stanley Tucci, director: Ellery Ryan, director: Michael Rymer, writer: Michael Henry Brown, writer: Paul Aaron","{'genres: Thriller', 'genres: Crime', 'genres: Action', 'genres: Drama'}",1999-08-25
House of 1000 Corpses,"actor: Bill Moseley, actor: Chad Bannon, actor: Chris Hardwick, actor: David Reynolds, actor: Dennis Fimple, actor: Erin Daniels, actor: Gregg Gibbs, actor: Harrison Young, actor: Irvin Mosley Jr., actor: Irwin Keyes, actor: Jake McKinnon, actor: Jennifer Jostyn, actor: Joe Dobbs III, actor: Judith Drake, actor: Karen Black, actor: Ken Johnson, actor: Matthew McGrory, actor: Michael J. Pollard, actor: Rainn Wilson, actor: Robert Allen Mukes, actor: Sheri Moon Zombie, actor: Sid Haig, actor: Tom Towles, actor: Walter Phelan, actor: Walton Goggins, actor: William Bassett, composer: Rob Zombie, composer: Scott Humphrey, director: Alex Poppas, director: Erin Smith, director: Marco Black, director: Rob Zombie, director: Tom Richmond, director: Ty Arnold",{'genres: Horror'},2003-04-11
Alien Zone,"actor: Bernard Fox, actor: Burr DeBenning, actor: Charles Aidman, actor: Ivor Francis, actor: John Ericson, actor: Judith Novgrod, actor: Richard Gates, composer: Stan Worth, director: Ken Gibb, director: Sharron Miller, writer: David O'Malley","{'genres: Horror', 'genres: Science Fiction', 'genres: Thriller', 'genres: Action'}",1978-11-22
A Serious Man,"actor: Aaron Wolff, actor: Adam Arkin, actor: Alan Mandell, actor: Amy Landecker, actor: Ari Hoptman, actor: Benjamin Portnoe, actor: Brent Braunschweig, actor: David Kang, actor: Fred Melamed, actor: George Wyner, actor: Jessica McManus, actor: Jon Kaminski Jr., actor: Katherine Borowitz, actor: Michael Stuhlbarg, actor: Peter Breitmayer, actor: Richard Kind, actor: Sari Lennick, actor: Simon Helberg, composer: Carter Burwell, director: Ethan Coen, director: Joel Coen, director: Roger Deakins, writer: Ethan Coen, writer: Joel Coen","{'genres: Drama', 'genres: Comedy'}",2009-10-02
Get Low,"actor: Bill Cobbs, actor: Bill Murray, actor: Chandler Riggs, actor: Gerald McRaney, actor: Lucas Black, actor: Robert Duvall, actor: Scott Cooper, actor: Sissy Spacek, composer: Jan A.P. Kaczmarek, director: Aaron Schneider, director: David Boyd","{'genres: Mystery', 'genres: Drama', 'genres: Comedy'}",2010-01-22
Warlock,"actor: Anna Levine, actor: David Carpenter, actor: Frank Renzulli, actor: Ian Abercrombie, actor: Julian Sands, actor: Kevin O'Brien, actor: Lori Singer, actor: Mary Woronov, actor: Nancy Fox, actor: Richard E. Grant, actor: Richard Kuss, composer: Jerry Goldsmith, director: David Eggby, director: Steve Miner","{'genres: Horror', 'genres: Fantasy', 'genres: Adventure', 'genres: Comedy'}",1989-06-01
Beyond the Lights,"actor: Aisha Hinds, actor: Amar'e Stoudemire, actor: Aml Ameen, actor: Ashley Hamilton, actor: Benito Martinez, actor: Brandon Wilson, actor: Chaka Khan, actor: Danny Glover, actor: Darryl Stephens, actor: DeAndre Jordan, actor: Debra Lee, actor: Deidrie Henry, actor: Don Lemon, actor: Elaine Tan, actor: Erika Ringor, actor: Estelle, actor: Gayle King, actor: Gil Darnell, actor: Greg Davis Jr., actor: Gugu Mbatha-Raw, actor: Hayley Marie Norman, actor: Hector Bucio, actor: India Jean-Jacques, actor: Isaac Keys, actor: Ithamar Enriquez, actor: Jesse Woodrow, actor: Jordan Belfi, actor: Laurieann Gibson, actor: Machine Gun Kelly, actor: Malieek Straughter, actor: Minnie Driver, actor: Nate Parker, actor: Onahoua Rodriguez, actor: Rob Locke, actor: Rocsi, actor: Roland Martin, actor: Sky Soleil, actor: Tina D'Marco, actor: Tom Wright, actor: Tyler Christopher, actor: Wade Allain-Marcus, actor: Wren T. Brown, director: Gina Prince-Bythewood, director: Richard L. Fox, director: Shawn Pipkin, director: Tami Reiker, writer: Gina Prince-Bythewood","{'genres: Romance', 'genres: Drama'}",2014-09-10
A Single Man,"actor: Aaron Sanders, actor: Adam Shapiro, actor: Alicia Carr, actor: Aline Weber, actor: Colin Firth, actor: Elisabeth Harnois, actor: Ginnifer Goodwin, actor: Jenna Gavigan, actor: Jon Hamm, actor: Jon Kortajarena, actor: Julianne Moore, actor: Keri Lynn Pratt, actor: Lee Pace, actor: Marlene Martinez, actor: Matthew Goode, actor: Nicholas Hoult, actor: Nicole Steinwedell, actor: Paul Butler, actor: Paulette Lamori, actor: Ryan Simpkins, actor: Teddy Sears, actor: Tricia Munford, composer: Abel Korzeniowski, director: Eduard Grau, director: Tom Ford","{'genres: Romance', 'genres: Drama'}",2009-10-19
The Last Temptation of Christ,"actor: Barbara Hershey, actor: Barry Miller, actor: David Bowie, actor: Gary Basaraba, actor: Harry Dean Stanton, actor: Harvey Keitel, actor: Irvin Kershner, actor: John Lurie, actor: Michael Been, actor: Paul Greco, actor: Roberts Blossom, actor: Steve Shill, actor: Verna Bloom, actor: Victor Argo, actor: Willem Dafoe, composer: Peter Gabriel, director: Martin Scorsese, director: Michael Ballhaus",{'genres: Drama'},1988-08-12
Outside Providence,"actor: Alec Baldwin, actor: Amy Smart, actor: Gabriel Mann, actor: George Martin, actor: George Wendt, actor: Jack Ferver, actor: Jon Abrahams, actor: Jonathan Brandis, actor: Libby Langdon, actor: Richard Jenkins, actor: Robert Turano, actor: Shawn Hatosy, director: Michael Corrente","{'genres: Romance', 'genres: Drama', 'genres: Comedy'}",1999-08-16
Bride & Prejudice,"actor: Aishwarya Rai Bachchan, actor: Alexis Bledel, actor: Anupam Kher, actor: Ashanti, actor: Daniel Gillies, actor: Indira Varma, actor: Marsha Mason, actor: Martin Henderson, actor: Meghna Kothari, actor: Nadira Babbar, actor: Namrata Shirodkar, actor: Naveen Andrews, actor: Nitin Ganatra, actor: Peeya Rai Chowdhary, actor: Sonali Kulkarni, director: Gurinder Chadha, writer: Gurinder Chadha, writer: Paul Mayeda Berges","{'genres: Comedy', 'genres: Romance', 'genres: Music', 'genres: Drama'}",2004-02-11
Rabbit-Proof Fence,"actor: Celine O'Leary, actor: David Gulpilil, actor: Deborah Mailman, actor: Everlyn Sampi, actor: Garry McDonald, actor: Jason Clarke, actor: Kenneth Branagh, actor: Laura Monaghan, actor: Myarn Lawford, actor: Ningali Lawford, actor: Tianna Sansbury, composer: Peter Gabriel, director: Christopher Doyle, director: Phillip Noyce","{'genres: History', 'genres: Action', 'genres: Adventure', 'genres: Drama'}",2002-02-04
Who's Your Caddy?,"actor: Andy Milonakis, actor: Big Boi, actor: Faizon Love, actor: James Avery, actor: Jeffrey Jones, actor: Lil Wayne, actor: Mick Partridge, actor: Sherri Shepherd, actor: Tamala Jones, actor: Terry Crews, actor: Tony Cox, director: Don Michael Paul, writer: Bradley Allenstein, writer: Don Michael Paul, writer: Robert Henny",{'genres: Comedy'},2007-07-27
Split Second,"actor: Alan Stocks, actor: Alastair Duncan, actor: Alun Armstrong, actor: Charlotte Hick, actor: Chris Chappell, actor: Colin Skeaping, actor: Dave Duffy, actor: Ian Dury, actor: Jason Watkins, actor: Ken Bones, actor: Kim Cattrall, actor: Michael J. Pollard, actor: Morris Paton, actor: Paul Grayson, actor: Pete Postlethwaite, actor: Roberta Eaton, actor: Rutger Hauer, actor: Sara Stockbridge, actor: Steven Hartley, actor: Stewart Harvey-Wilson, actor: Tina Shaw, actor: Tony Steedman, composer: Francis Haines, composer: Stephen W. Parsons, director: Clive Tickner, director: Tony Maylam, writer: Gary Scott Thompson","{'genres: Thriller', 'genres: Horror', 'genres: Science Fiction', 'genres: Action', 'genres: Crime'}",1992-05-01
The Other Side of Heaven,"actor: Anne Hathaway, actor: Christopher Gorham, actor: Joe Folau, actor: Miriama Smith, director: Mitch Davis, writer: Mitch Davis","{'genres: Family', 'genres: Adventure', 'genres: Action', 'genres: Drama'}",2001-04-12
Veer-Zaara,"actor: Akhilendra Mishra, actor: Amitabh Bachchan, actor: Anupam Kher, actor: Boman Irani, actor: Divya Dutta, actor: Hema Malini, actor: Kirron Kher, actor: Manoj Bajpayee, actor: Preity Zinta, actor: Rani Mukerji, actor: Shah Rukh Khan, actor: Tom Alter, actor: Zohra Sehgal, composer: Sanjeev Kohli, director: Anil Mehta, director: Yash Chopra","{'genres: Romance', 'genres: Drama'}",2004-11-12
Redbelt,"actor: Alice Braga, actor: Bob Jennings, actor: Caroline de Souza Correa, actor: Cathy Cahlin Ryan, actor: Chiwetel Ejiofor, actor: David Paymer, actor: Emily Mortimer, actor: Jake Johnson, actor: Jennifer Grey, actor: Joe Mantegna, actor: John Machado, actor: Jose Pablo Cantillo, actor: Matt Malloy, actor: Max Martini, actor: Randy Couture, actor: Ray Mancini, actor: Rebecca Pidgeon, actor: Ricky Jay, actor: Rodrigo Santoro, actor: Steve DeCastro, actor: Tim Allen, actor: Vincent Guastaferro, director: David Mamet, writer: David Mamet",{'genres: Drama'},2008-04-07
